objid,ra,dec,u,g,r,i,z
587727223545004574,322.42160255,12.25827201,22.302763,21.166233,20.686934,20.489664,20.279007
587727223545004576,322.42292489,12.25808205,22.047735,21.223654,20.784748,20.627111,20.567135
587727223545004610,322.44489437,12.27157693,18.178925,16.853802,16.266937,15.998499,15.829023
587727223545004613,322.44645477,12.27443183,19.996323,19.023077,18.67034,18.495575,18.462612
587727223545004616,322.44961731,12.27212586,26.067562,21.850006,20.548697,19.141598,18.416946
587727223545004618,322.44934304,12.27608572,21.160473,20.157087,19.805645,19.638409,19.533764
587727223545004625,322.44656365,12.26799759,21.642908,20.629602,20.207806,19.953676,19.926167
587727223545004629,322.44841553,12.27533268,21.748077,20.968134,20.612139,20.34104,20.312931
587727223545004715,322.46898542,12.27807481,19.233538,18.017792,17.488987,17.222252,17.097179
587727223545004716,322.47745872,12.277073,20.027843,19.025148,18.723316,18.533468,18.508289
587727223545004717,322.47080638,12.27586351,20.441706,19.536926,19.259113,19.126637,18.938822
587727223545004725,322.47069293,12.27927331,21.540907,20.599367,20.244654,20.05858,20.032135
587727223545004734,322.46991409,12.27824887,21.815912,21.079166,20.915951,21.01432,20.44059
587727223545005247,322.39066664,12.22508109,20.882488,19.896896,19.629078,19.470621,19.477844
587727223545005265,322.39652388,12.22690779,21.773224,20.439711,20.149343,19.973988,20.019863
587727223545005268,322.39809286,12.22719945,22.365891,20.960903,20.542801,20.307022,20.318815
587727223545005270,322.39932075,12.22779918,22.404688,21.451445,20.902723,20.720644,20.789742
587727223545005271,322.39593839,12.22449785,22.746273,21.863894,21.618254,21.344355,22.396498
587727223545005272,322.39557869,12.22609175,25.281313,21.897175,21.279589,20.911201,21.155054
587727223545005322,322.4006487,12.23941758,21.301105,20.496874,20.216534,19.989195,19.949469
587727223545005337,322.40614013,12.24214488,20.309969,19.360291,19.071915,18.906702,18.895765
587727223545005338,322.40509498,12.23790429,20.455269,19.530682,19.215902,19.038134,18.989489
587727223545005339,322.40868618,12.24148995,20.504194,19.632019,19.232969,19.102221,19.103165
587727223545005340,322.40655035,12.23873459,26.123222,21.769865,20.277977,19.258375,18.640745
587727223545005341,322.40305329,12.23704586,21.170055,20.3874,20.08375,19.925739,19.89444
587727223545005342,322.40858431,12.23993252,21.737257,20.453754,20.067455,19.830994,19.708117
587727223545005343,322.40695788,12.24128412,22.168062,21.910343,21.261436,21.043009,20.888369
587727223545005344,322.4052137,12.24140376,25.555923,23.342932,22.164013,20.966684,20.223368
587727223545005345,322.40969278,12.24077348,23.102043,22.038229,21.416845,21.20396,21.030451
587727223545005346,322.4071932,12.24042116,24.212744,22.160259,21.533936,21.28491,21.925249
587727223545005347,322.4077493,12.23971227,23.333172,23.192762,22.132402,22.041786,21.644823
587727223545005365,322.40462817,12.23489515,20.472395,19.373547,19.11928,18.958227,18.934797
587727223545005451,322.42010891,12.25129193,21.741053,20.563377,20.216835,20.018522,20.054457
587727223545005454,322.41799632,12.25255688,23.856447,21.966789,21.547726,21.334604,20.68952
587727223545005455,322.41839712,12.25067002,24.924286,22.601212,21.880198,21.786499,21.731609
587727223545005469,322.4214766,12.25448712,21.359331,20.663074,20.273039,20.133085,19.885695
587727223545005471,322.41948995,12.25618758,22.867086,22.151276,21.393921,21.154682,20.823
587727223545005472,322.42069788,12.25603957,23.734697,21.955898,21.46694,21.371988,21.324667
587727223545005473,322.42314465,12.25512171,23.04483,22.000671,21.645948,21.555807,20.724674
587727223545005474,322.42267267,12.25448304,24.477741,25.079762,22.939665,21.174322,20.66094
587727223545005476,322.42285882,12.25606904,24.657028,22.862206,22.408871,22.435642,21.993416
587727223545005519,322.42712794,12.26493475,20.35095,19.496622,19.227947,19.073866,18.974302
587727223545005520,322.42622148,12.26403817,25.527397,22.330908,21.754883,21.712627,22.109793
587727223545005577,322.43413789,12.26919844,20.729416,19.73295,19.442608,19.277266,19.430717
587727223545005579,322.43480127,12.26672059,21.799484,21.027599,20.691301,20.527939,20.678738
587727223545005580,322.43478907,12.26837288,23.321815,21.815865,21.292233,21.093641,20.62184
587727223545005581,322.43360666,12.26823602,23.737511,22.171877,21.738226,21.62108,21.370361
587727223545005607,322.43788418,12.26490108,21.524155,20.050325,19.382915,19.099625,19.039654
587727223545005608,322.43753863,12.26223562,22.772053,20.201517,19.407059,19.067331,18.835114
587727223545005609,322.43845789,12.26368699,20.80608,20.005754,19.676968,19.516209,19.36314
587727223545005610,322.44001456,12.26409261,21.549728,20.425449,20.091244,19.9783,19.875601
587727223545005613,322.44160348,12.26425858,24.384563,22.061918,21.517422,21.187746,21.654339
587727223545005615,322.44255639,12.26473113,22.756182,22.602079,21.800446,21.753716,21.657717
587727223545005662,322.44176727,12.26900726,21.040625,20.160051,19.808374,19.673891,19.712852
587727223545005663,322.43727814,12.26955623,24.854887,22.28281,21.735008,21.595778,21.227703
587727223545005664,322.44085204,12.26986988,23.140949,22.611891,22.022964,21.569799,21.600948
587727223545005666,322.44235359,12.26976813,25.422562,23.019949,22.006786,21.861984,20.994648
587727223545005668,322.43906841,12.27008129,23.790003,22.942291,22.404985,22.037214,22.124933
587727223545005764,322.45075348,12.26845276,25.315042,23.987091,22.581944,23.470678,22.032249
587727223545005786,322.45529693,12.27424828,21.719347,20.060587,19.070108,18.645504,18.373798
587727223545005787,322.45554291,12.27228507,21.396299,20.413353,20.003813,19.782137,19.697792
587727223545005788,322.45581361,12.27364914,22.184839,21.006264,20.754221,20.59404,20.779919
587727223545005790,322.45223891,12.27284865,23.520512,21.890776,21.466818,21.111452,20.700842
587727223545005791,322.45358226,12.2727125,23.643431,22.19203,21.757736,21.41802,20.77212
587727223545005793,322.4529933,12.27364848,25.882055,23.148438,22.317169,22.023653,22.258308
587727223545005797,322.46434172,12.28118086,20.299137,19.21364,18.893112,18.843134,18.589876
587727223545005799,322.45791987,12.27961332,20.984463,20.226303,19.936954,19.808382,19.70314
587727223545005801,322.45776855,12.27809535,21.630966,20.744158,20.317472,20.264812,20.526073
587727223545005803,322.46204563,12.28053034,22.122999,21.00304,20.610592,20.398039,20.439737
587727223545005806,322.46296836,12.27985422,22.660818,21.608692,21.234819,20.921667,20.971554
587727223545005807,322.45618931,12.27711873,23.545259,22.410357,21.710398,21.604671,21.301706
587727223545005811,322.46386292,12.27958806,24.453459,23.274334,22.509268,22.414192,22.745853
587727223545005828,322.45893048,12.27204065,20.744522,19.735327,19.395298,19.217766,19.145927
587727223545005829,322.4578737,12.27225432,23.723988,21.936014,21.466766,21.246796,21.100466
587727223545005831,322.46085395,12.27377215,24.452614,22.246483,21.428463,21.087679,21.086159
587727223545005854,322.46006444,12.27687011,20.305582,19.106705,18.765751,18.623962,18.601622
587727223545005855,322.46334485,12.27712259,22.035753,20.620317,20.278933,20.116831,20.480339
587727223545005856,322.46267928,12.27717369,22.023846,21.49655,21.199806,20.944784,20.696724
587727223545005857,322.46075442,12.27816029,24.063868,21.919184,21.675131,21.113089,21.219419
587727223545005858,322.4610435,12.27759449,23.147644,23.176516,21.991598,21.790823,21.783066
587727223545006552,322.38656049,12.22208984,22.360952,21.136177,20.783224,20.554331,20.448729
587727223545006715,322.40822749,12.24842929,24.086067,21.687269,21.044588,20.751709,20.724813
587727223545006753,322.41224298,12.25436515,23.221596,22.453411,21.942772,21.52339,21.517477
587727223545006776,322.41659054,12.25376536,22.065014,21.782934,21.301901,21.040352,20.758982
587727223545006788,322.41799961,12.2577079,22.713516,21.738146,21.259026,21.018755,21.022854
587727223545006826,322.42477289,12.26151226,25.388035,22.001915,21.433245,21.267515,20.777332
587727223545006827,322.42409776,12.26249914,25.18211,22.491667,22.171721,21.616755,21.887306
587727223545006828,322.42534081,12.26275166,24.459249,23.61573,22.414314,22.230303,22.628378
587727223545006833,322.42565548,12.25528339,22.573917,21.77026,21.39337,21.22308,20.71184
587727223545006854,322.42794944,12.26270943,22.020206,20.973234,20.599819,20.263309,20.150663
587727223545006885,322.43516208,12.26179722,25.425045,23.994463,22.115896,21.383745,20.675762
587727223545006979,322.45044751,12.26998702,25.205139,23.084641,22.624016,22.245073,22.370462
587727223545007079,322.46526957,12.27427093,24.223335,22.537468,22.212914,22.093937,22.898848
587727223545007085,322.46595739,12.27941101,22.443848,21.537107,21.281404,20.97901,21.133501
587727223545007136,322.47428826,12.28331556,22.93346,22.296925,21.580229,21.685951,21.134747
587727223545007137,322.47339089,12.28291458,22.98917,22.9426,22.09104,21.46805,21.456015
587727223545007138,322.47425195,12.27685618,24.313318,23.112999,22.599821,21.939703,22.65472
587727223545007141,322.47296009,12.28024646,24.728991,22.108862,21.625578,21.382839,20.852812
587727223545007142,322.47426275,12.27998143,23.97191,22.823753,21.988739,21.698231,21.145914
587727223545007153,322.47588931,12.2807003,23.658459,22.165995,21.504681,21.194891,21.150881
587727223545007159,322.4778976,12.28030477,22.801262,22.294069,21.86508,21.360851,21.364273
587727223545069576,322.47922547,12.27783495,20.792492,19.824699,19.55497,19.371355,19.383829
587727223545069578,322.48147318,12.27753764,22.774817,21.301517,20.035955,19.457726,19.16379
587727223545069602,322.50208361,12.27731457,18.784187,16.153257,14.840453,14.328361,14.05442
587727223545069613,322.54372872,12.26506016,18.05994,16.800871,16.162933,15.864588,15.686526
587727223545069677,322.4827528,12.28024512,17.402918,16.694136,16.91153,17.094154,17.222898
587727223545069678,322.48273235,12.28123986,25.345274,21.927052,21.549458,21.585781,21.083044
587727223545069858,322.56399552,12.25807015,19.34766,17.657341,17.05566,16.833656,16.715462
587727223545069859,322.56381418,12.25929498,20.994902,19.794744,19.541283,19.414452,19.317816
587727223545069860,322.56366242,12.26123514,21.049948,20.093832,19.851841,19.669333,19.50668
587727223545069861,322.56247759,12.25806545,21.04508,19.984648,19.72665,19.54248,19.591681
587727223545069862,322.56380361,12.26203284,23.076599,22.163363,20.760685,19.34374,18.593409
587727223545069863,322.56115659,12.25910786,21.845268,21.040977,20.711231,20.542477,20.436831
587727223545069864,322.56280451,12.25888797,22.781116,21.752485,21.277483,21.218386,20.71261
587727223545069865,322.56226259,12.25702134,23.018229,23.809582,22.307375,21.550758,20.607616
587727223545069873,322.5682766,12.25691113,18.895187,17.313543,16.678961,16.41658,16.272118
587727223545069874,322.56563577,12.2561665,20.542238,19.672556,19.425869,19.477495,19.099472
587727223545069875,322.56967419,12.25456197,21.128765,20.104635,19.764622,19.548002,19.457235
587727223545069876,322.57043278,12.25381676,21.544466,20.670225,20.34635,20.121695,19.903677
587727223545069877,322.57088368,12.25609825,22.379631,20.991032,20.597132,20.35907,20.512281
587727223545069881,322.56884855,12.25553911,23.455748,21.371832,21.126537,20.860659,21.002888
587727223545069882,322.5698226,12.2564078,22.910522,21.394047,20.933571,20.95355,20.649345
587727223545069883,322.56560183,12.25387891,22.929588,21.534332,21.314472,20.985176,20.745136
587727223545069884,322.5703306,12.25612182,23.437231,22.041487,21.694008,21.580151,21.283625
587727223545069885,322.5671539,12.2528866,24.62789,23.797489,21.830767,20.922548,20.630159
587727223545069886,322.56668624,12.25298516,24.110271,21.800865,21.470331,21.166958,21.4776
587727223545069887,322.57038311,12.25293238,24.877085,23.946381,22.131842,21.024242,20.326908
587727223545069888,322.56669816,12.25416971,24.657623,22.556604,22.13065,21.60211,21.332731
587727223545069890,322.56463851,12.25425716,23.017202,22.806799,22.515062,22.232887,21.561291
587727223545069891,322.56394119,12.25220839,25.671282,23.436449,22.30031,22.126707,21.22016
587727223545070266,322.47803862,12.28326763,20.860964,19.836197,19.533113,19.371332,19.242338
587727223545070313,322.48907997,12.27649941,19.982523,18.849628,18.413763,18.197575,18.082466
587727223545070316,322.48954925,12.27747134,25.207001,24.566515,22.802397,21.281046,20.344923
587727223545070327,322.49341672,12.28185334,20.960306,20.020611,19.732651,19.614223,19.640797
587727223545070328,322.48981627,12.28247769,21.665455,20.494148,20.188078,20.095572,20.284309
587727223545070329,322.49073527,12.28055831,21.575037,21.162626,20.773006,20.698708,20.389641
587727223545070331,322.49260658,12.28045347,22.75362,21.848763,21.390274,21.088924,21.042974
587727223545070332,322.48863061,12.28376018,22.758675,22.223705,21.729536,21.485767,21.193886
587727223545070333,322.48962038,12.28052006,23.862579,22.410494,21.78039,22.021549,22.237467
587727223545070334,322.48918948,12.28067402,24.394125,23.388683,22.520954,21.935961,22.162868
587727223545070335,322.49079821,12.28184531,24.58161,23.515638,22.159212,22.172791,21.707026
587727223545070336,322.48867152,12.28265647,23.756893,23.073986,22.679497,22.489935,23.068367
587727223545070346,322.49358754,12.27641255,21.810331,20.818851,20.399014,20.197613,20.235941
587727223545070347,322.49280879,12.27649659,24.537476,23.038313,22.211405,22.195183,22.735184
587727223545070360,322.49614086,12.27641849,20.4132,19.308546,18.953485,18.796568,18.783756
587727223545070462,322.50903893,12.28357928,23.470573,21.823036,21.420523,21.106073,20.927433
587727223545070463,322.50833059,12.2824318,22.571146,22.456202,21.659388,21.623167,21.502579
587727223545070705,322.55325261,12.25929272,22.768488,21.495062,21.057463,21.026165,20.444014
587727223545070734,322.55488831,12.26755525,23.94706,21.124718,19.832058,18.328957,17.443184
587727223545070735,322.55644956,12.26528319,21.099716,19.961508,19.750416,19.643797,19.429163
587727223545070737,322.55417879,12.266368,22.189186,21.191086,20.723192,20.468246,20.309883
587727223545070738,322.55337444,12.26648563,22.189638,21.519342,21.39539,21.091307,21.431662
587727223545070739,322.55417756,12.26512342,23.358898,21.444075,21.176245,21.055386,21.23988
587727223545070740,322.55533389,12.26613886,22.427023,21.30076,20.929768,20.851479,20.370773
587727223545070741,322.55199729,12.26579705,25.639174,22.21336,21.73737,22.022696,21.770468
587727223545070743,322.55385443,12.26870751,24.84137,23.393608,22.498158,22.413939,23.095375
587727223545070746,322.55547523,12.26216218,20.471136,19.516802,19.20001,19.101587,19.130659
587727223545070779,322.55872181,12.26314825,21.538813,20.678194,20.332634,20.146408,19.856733
587727223545070812,322.560418,12.26419012,23.85601,22.725483,22.059748,21.878307,22.004654
587727223545070843,322.56600575,12.26075116,21.592684,20.489799,20.078096,19.952774,19.913034
587727223545071323,322.48684877,12.28043548,21.720453,20.940811,20.533655,20.346807,20.122663
587727223545071324,322.48565488,12.28029264,22.670801,21.677628,21.409658,21.105232,21.170837
587727223545071348,322.51046107,12.28202334,22.08909,21.115995,20.824692,20.633863,20.995171
587727223545071351,322.51315245,12.2778408,22.042963,21.087017,20.696932,20.460257,20.981663
587727223545071352,322.51404299,12.27866663,22.588263,21.443884,20.718206,20.499966,20.288164
587727223545071490,322.48001657,12.28014367,24.742121,22.880754,21.956924,22.20739,21.450111
587727223545071521,322.48557164,12.28321271,22.801241,21.566025,21.047668,20.88946,20.635157
587727223545071576,322.49466385,12.27765907,25.918686,22.846058,22.214798,21.881329,21.750771
587727223545071579,322.49266242,12.28483371,23.154942,21.562061,21.151304,20.960711,20.770422
587727223545071581,322.4946942,12.28002982,23.631027,22.864241,22.37936,21.788101,23.345568
587727223545071584,322.49513716,12.28369062,22.219969,21.672239,21.022394,20.930761,21.050323
587727223545071615,322.49857861,12.28467088,24.96743,23.006874,22.547525,22.166368,22.704519
587727223545071628,322.50158395,12.28187941,22.827578,21.49213,21.02494,20.696991,20.593325
587727223545071631,322.50165648,12.28449306,22.68413,21.11854,20.739981,20.654156,20.644529
587727223545071635,322.50337917,12.28034044,23.33404,22.778072,22.069889,21.954067,22.036356
587727223545071679,322.5134186,12.2811621,23.123344,21.503794,21.180971,20.945786,20.979774
587727223545071680,322.51285903,12.28024797,24.509949,22.524742,21.87314,21.874008,20.935352
587727223545071681,322.5143156,12.28197397,22.764231,22.991724,22.026947,22.189276,21.816626
587727223545071691,322.5154914,12.27992806,24.539434,22.680599,22.233099,22.229174,21.900251
587727223545071906,322.55276045,12.26392613,23.096128,21.412382,21.052792,21.119869,21.068039
587727223545071915,322.5553599,12.25943788,25.129662,21.694574,21.174829,20.977831,20.859514
587727223545071926,322.55742882,12.26039936,24.639509,21.370045,20.806322,20.597389,20.640221
587727223545072493,322.48106502,12.28151114,24.679008,23.274601,22.196007,22.299208,22.370726
587727223545072506,322.4917284,12.27829319,24.051512,23.329046,22.242466,21.714861,21.218498
587727223545072507,322.49176369,12.28280291,25.099487,24.199354,22.395321,21.371754,20.67786
587727223008133557,322.4945242,12.00931769,22.044893,20.969307,20.396626,20.203724,19.997816
587727223008133561,322.49389654,12.01049403,23.894793,23.267702,22.445757,21.698238,22.412043
587727223008133974,322.45626133,12.01270175,20.734671,19.855957,19.516176,19.39723,19.359785
587727223008133990,322.45743014,12.01472666,24.142603,20.231892,18.833881,18.112156,17.725105
587727223008134017,322.46159692,12.01364957,21.84701,20.932703,20.492451,20.300276,20.032948
587727223008134036,322.4673244,12.01062279,20.145496,19.130833,18.806416,18.643335,18.533142
587727223008134037,322.46586506,12.01223121,22.379301,20.932095,20.466103,20.319847,20.30232
587727223008134038,322.46473505,12.0115883,22.271885,21.190599,20.735609,20.565834,20.491091
587727223008134040,322.46647896,12.01154729,24.423473,22.146269,21.371244,21.300808,20.475506
587727223008134049,322.47262763,12.00994273,20.748999,19.900072,19.557438,19.441385,19.393774
587727223008134063,322.4757703,12.01053661,21.825323,20.84621,20.41201,20.315536,20.449364
587727223008134087,322.47976943,12.00992148,21.383057,20.591753,20.183033,20.018673,20.064117
587727223008134157,322.49613165,12.01061153,21.006262,19.499538,18.925623,18.700834,18.645897
587727223008134257,322.51338294,12.00973853,23.750874,22.462835,21.945656,21.399153,20.710228
587727223008134286,322.5189587,12.01169847,21.591707,20.674942,20.189259,20.001787,19.920795
587727223008134287,322.5213432,12.01105095,25.508423,24.86348,24.258631,21.720175,21.725416
587727223008134288,322.5203205,12.01141647,23.202957,23.286697,22.409367,22.094246,22.481085
587727223008134318,322.52213147,12.01301509,21.439064,20.652021,20.312002,20.045826,20.086792
587727223008134909,322.4424703,12.01623979,24.497137,22.818142,22.176291,21.989132,21.763849
587727223008134953,322.45407618,12.01476371,22.549763,21.143919,20.619673,20.394363,20.493044
587727223008135036,322.4700083,12.01075144,24.675739,22.800758,22.299353,21.820972,21.891167
587727223008135204,322.50560317,12.01044845,24.434235,22.849291,22.033552,22.109518,21.712282
587727223008135228,322.51162579,12.01169709,22.620514,21.938225,21.361254,21.140001,21.513048
587727223008135512,322.47302326,12.01214844,23.565517,23.644161,22.218578,21.778507,21.488323
587727223008199229,322.52949083,12.01419429,21.528849,20.814344,20.372068,20.25909,20.379324
587727223008199230,322.52837395,12.01411734,23.219097,22.05921,21.430983,21.265249,20.908672
587727223008199284,322.54260083,12.01778204,22.81805,19.940849,18.768532,18.312536,18.011606
587727223008199285,322.54106303,12.0178349,24.74696,21.49795,20.284498,19.83069,19.647015
587727223008199286,322.54194168,12.017146,22.655388,21.290247,21.05056,20.609388,20.052649
587727223008199347,322.55487866,12.02106814,22.102955,21.247005,20.781555,20.575502,20.351072
587727223008199363,322.55875122,12.02285798,21.700399,20.804317,20.423521,20.242693,20.169573
587727223008199441,322.571674,12.02932037,21.667067,20.78372,20.391445,20.257444,20.237463
587727223008199442,322.57042311,12.02952785,23.099339,22.089884,21.550482,21.161587,21.088821
587727223008200013,322.5781332,12.03377583,23.236069,21.84351,21.277422,21.125082,21.42193
587727223008200110,322.53272527,12.01331505,24.551706,23.181143,22.39559,22.427839,22.208399
587727223008200176,322.54645936,12.01929329,23.341093,22.974455,21.72838,21.704376,21.140152
587727223008200196,322.5496348,12.01995513,24.294527,23.240229,22.265726,22.084373,21.519127
587727223008200309,322.56591061,12.02579354,22.838055,21.636829,21.171225,20.957945,21.006317
587727223008200335,322.57068658,12.02771949,23.724926,22.51778,21.818739,21.490088,21.406996
587727223008200391,322.58244408,12.03577638,23.072069,21.709185,21.040474,20.96921,21.388432
587727223008200911,322.58830673,12.04056457,23.5756,24.176157,22.613724,23.286781,21.838409
587727223008201106,322.53161022,12.01523556,24.842686,23.519537,22.970976,22.122114,23.513056
587727223545004077,322.34518223,12.22977205,21.99497,21.183184,20.693878,20.651844,20.413696
587727223545004078,322.34381016,12.22641319,22.040018,21.371155,20.912825,20.731253,20.624014
587727223545004080,322.34339275,12.22857139,23.24118,21.665604,21.251448,20.875164,20.831163
587727223545004082,322.34618181,12.22913485,23.114773,22.588827,21.73068,21.614845,21.841576
587727223545004159,322.3578071,12.25397161,16.089691,14.590847,14.073751,14.286012,13.850581
587727223545004212,322.38076113,12.22158461,19.78014,18.397453,17.887053,17.639259,17.555891
587727223545004213,322.38004413,12.22299744,19.661448,18.589531,18.186899,17.966511,17.868162
587727223545004214,322.37854773,12.22010993,22.795042,22.115398,21.425619,21.23913,20.908125
587727223545004225,322.37601073,12.27477626,22.948969,22.185724,21.498728,21.342241,21.660746
587727223545004226,322.37623305,12.27421478,23.799698,22.484142,21.642105,21.537849,21.295113
587727223545004244,322.37834644,12.27878005,23.050781,21.818708,21.275297,21.186911,21.15589
587727223545004268,322.3902642,12.24280018,19.415102,18.093004,17.555897,17.342102,17.223383
587727223545004272,322.39079075,12.24224818,21.10355,20.328947,20.082352,20.154028,19.817188
587727223545004286,322.39063036,12.23186305,15.491305,15.483399,15.215992,12.679793,13.267556
587727223545004289,322.39066307,12.23935846,20.248739,19.111347,19.043434,18.981693,19.048576
587727223545004292,322.39349958,12.23944298,20.82382,19.951542,19.674911,19.557966,19.427299
587727223545004293,322.39048353,12.23601227,21.982477,20.328669,19.711723,19.502439,19.168753
587727223545004303,322.38897849,12.23780438,22.402548,21.451641,20.897928,20.715141,20.797337
587727223545004309,322.39408425,12.23883004,23.401335,23.451464,22.0924,20.991684,20.337215
587727223545004312,322.38288128,12.28110757,17.598391,17.142515,17.398283,17.609167,17.793751
587727223545004313,322.38203878,12.28023078,22.318913,20.218241,18.806316,18.09119,17.673229
587727223545004314,322.38190442,12.28110725,24.501701,21.093513,19.843618,19.250912,18.836678
587727223545004338,322.39652492,12.2443123,16.309027,14.416924,13.39979,13.249067,13.174654
